                               Data                     Mult                      Log                      Pow                     Mean
                        -334.789000             -1004.367000                      NaN            112083.674521                20.989400
                        -397.045000             -1191.135000                      NaN            157644.732025                14.493400
                        -172.932000              -518.796000                      NaN             29905.476624               -59.147500
                         361.223000              1083.669000                 2.174810            130482.055729               -51.672300
                         128.702000               386.106000                 1.793726             16564.204804                11.424900
                        -317.391000              -952.173000                      NaN            100737.046881                 9.624300
                        -189.947000              -569.841000                      NaN             36079.862809               -25.298800
                        -318.232000              -954.696000                      NaN            101271.605824               -66.195400
                        -463.604000             -1390.812000                      NaN            214928.668816              -106.164900
                         486.774000              1460.322000                 2.284965            236948.927076              -170.401500
                         376.413000              1129.239000                 2.190021            141686.746569               -88.245200
                         349.532000              1048.596000                 2.162661            122172.619024               -10.899400
                        -164.822000              -494.466000                      NaN             27166.291684                41.347000
                         491.762000              1475.286000                 2.288730            241829.864644               -11.257500
                         294.190000               882.570000                 2.099011             86547.756100                25.048500
                          55.348000               166.044000                 1.482115              3063.401104                86.206600
                        -438.981000             -1316.943000                      NaN            192704.318361               110.736100
                        -417.004000             -1251.012000                      NaN            173892.336016                98.661200
                         125.296000               375.888000                 1.783822             15699.087616               103.321200
                         226.430000               679.290000                 2.002339             51270.544900                67.173400
                        -347.000000             -1041.000000                      NaN            120409.000000                52.175100
                        -212.192000              -636.576000                      NaN             45025.444864               -17.478100
                         456.601000              1369.803000                 2.261335            208484.473201               -22.215100
                         492.365000              1477.095000                 2.289182            242423.293225               -25.731200
                          40.124000               120.372000                 1.363333              1609.935376                -5.913700
                        -313.148000              -939.444000                      NaN             98061.669904                -7.436100
                         139.072000               417.216000                 1.822341             19341.021184                 5.147200
                        -428.036000             -1284.108000                      NaN            183214.817296                60.754800
                         405.871000              1217.613000                 2.217845            164731.268641                 5.421600
                        -279.464000              -838.392000                      NaN             78100.127296                23.365700
                         250.726000               752.178000                 2.039977             62863.527076                30.119300
                        -428.918000             -1286.754000                      NaN            183970.650724                76.411100
                        -176.509000              -529.527000                      NaN             31155.427081               -12.140800
                        -422.205000             -1266.615000                      NaN            178257.062025               -79.028200
                         432.305000              1296.915000                 2.241144            186887.613025              -125.261100
                         452.193000              1356.579000                 2.257753            204478.509249               -50.715800
                        -239.597000              -718.791000                      NaN             57406.722409               -19.403700
                        -257.643000              -772.929000                      NaN             66379.915449                -0.559800
                        -366.039000             -1098.117000                      NaN            133984.549521               -66.911200
                        -203.201000              -609.603000                      NaN             41290.646401               -75.568700
                        -270.869000              -812.607000                      NaN             73370.015161              -120.961400
                        -489.626000             -1468.878000                      NaN            239733.619876              -105.156500
                        -353.669000             -1061.007000                      NaN            125081.761561              -136.468200
                          64.309000               192.927000                 1.537527              4135.647481              -129.614600
                        -497.864000             -1493.592000                      NaN            247868.562496              -166.414200
                         440.522000              1321.566000                 2.248097            194059.632484              -261.419900
                        -380.343000             -1141.029000                      NaN            144660.797649              -193.408000
                        -436.846000             -1310.538000                      NaN            190834.427716              -205.678000
                        -476.482000             -1429.446000                      NaN            227035.096324              -212.758700
                         244.953000               734.859000                 2.031375             60001.972209              -240.086800
                         289.584000               868.752000                 2.093183             83858.893056              -188.504600
                        -323.482000              -970.446000                      NaN            104640.604324              -110.583600
                        -467.239000             -1401.717000                      NaN            218312.283121              -107.564900
                         246.185000               738.555000                 2.033228             60607.054225              -160.719700
                        -331.117000              -993.351000                      NaN            109638.467689               -86.314800
                          72.885000               218.655000                 1.583753              5312.223225              -163.478700
                         433.037000              1299.111000                 2.241769            187521.043369              -118.155900
                         307.956000               923.868000                 2.115898             94836.897936               -31.167600
                         144.849000               434.547000                 1.837371             20981.232801                47.276200
                         338.908000              1016.724000                 2.151263            114858.632464                37.265800
                        -471.509000             -1414.527000                      NaN            222320.737081                42.198200
                        -104.425000              -313.275000                      NaN             10904.580625                27.395500
                         409.990000              1229.970000                 2.221574            168091.800100                63.676900
                        -148.018000              -444.054000                      NaN             21909.328324                80.057400
                         -26.631000               -79.893000                      NaN               709.210161                98.367300
                         342.294000              1026.882000                 2.154934            117165.182436                88.415700
                        -195.825000              -587.475000                      NaN             38347.430625                79.341400
                         233.772000               701.316000                 2.014123             54649.347984                28.963300
                        -415.348000             -1246.044000                      NaN            172513.961104                37.855600
                         -61.864000              -185.592000                      NaN              3827.154496               -37.570000
                        -469.428000             -1408.284000                      NaN            220362.647184                 3.394500
                        -186.217000              -558.651000                      NaN             34676.771089               -33.105800
                         -51.490000              -154.470000                      NaN              2651.220100               -92.726500
                        -323.097000              -969.291000                      NaN            104391.671409               -83.073700
                         378.092000              1134.276000                 2.191665            142953.560464              -112.720300
                         -49.355000              -148.065000                      NaN              2435.916025              -109.140500
                        -382.575000             -1147.725000                      NaN            146363.630625               -94.493500
